"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Structure of Interest Rate: Repo Market Rates","26-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.44","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","25-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.35","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","24-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.66","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","23-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.81","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","20-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.3","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","19-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.26","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","18-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.06","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","17-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.04","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","16-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.1","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","13-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.13","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","12-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.58","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","11-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.13","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","10-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.14","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","09-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.21","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","06-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.32","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","05-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.15","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","04-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.35","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","03-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.1","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","31-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","30-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.12","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","29-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.22","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","28-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.48","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","27-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.74","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","26-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.22","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","23-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.38","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","22-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.1","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","21-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","15.62","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","20-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.11","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","19-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.29","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","16-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.37","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","15-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.4","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","14-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.58","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","13-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.28","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","12-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.58","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","09-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.52","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","08-Dec-2022","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.71","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
