s1,s2,s3,s4,date,value
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2023-02-03,7988719.422
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2023-02-03,90956.3621
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2023-02-03,17269564.94
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2023-02-03,1257290.342
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2023-02-03,1422190.395
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2023-02-03,-2601644.116
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2023-02-03,-455047.5859
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2023-02-03,20398785.87
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2023-02-03,1137072.164
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2023-02-03,-19836.56447
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2023-02-03,9447642.593
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2023-02-03,1453456.013
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2023-02-03,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2023-02-03,575532.345
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2023-02-03,-1882995.416
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2023-01-27,7862480.003
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2023-01-27,88313.9325
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2023-01-27,17075238.97
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2023-01-27,1225848.058
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2023-01-27,1422190.395
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2023-01-27,-2320706.408
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2023-01-27,-500189.4329
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2023-01-27,20107301.32
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2023-01-27,1127966.369
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2023-01-27,-19302.36168
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2023-01-27,9408259.934
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2023-01-27,1482586.55
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2023-01-27,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2023-01-27,577786.6823
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2023-01-27,-2165387.455
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2023-01-20,7908002.363
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2023-01-20,89130.37163
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2023-01-20,17047091.21
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2023-01-20,1297534.232
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2023-01-20,1212738.283
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2023-01-20,-1999602.202
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2023-01-20,-433810.3399
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2023-01-20,19903725.6
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2023-01-20,1117035.227
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2023-01-20,-19237.60156
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2023-01-20,9352026.854
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2023-01-20,1450685.879
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2023-01-20,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2023-01-20,587476.0797
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2023-01-20,-2379559.198
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2023-01-13,7913795.718
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2023-01-13,89224.86552
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2023-01-13,17203934.05
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2023-01-13,1294066.586
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2023-01-13,1212738.283
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2023-01-13,-1778090.096
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2023-01-13,-400308.5369
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2023-01-13,19703824.93
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2023-01-13,1125323.103
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2023-01-13,-19198.69463
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2023-01-13,9366831.028
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2023-01-13,1472602.58
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2023-01-13,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2023-01-13,582772.5131
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2023-01-13,-2315753.488
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2023-01-06,7829645.382
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2023-01-06,90354.31729
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2023-01-06,17284595.78
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2023-01-06,1275646.621
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2023-01-06,1212738.283
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2023-01-06,-1804377.402
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2023-01-06,-358403.0099
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2023-01-06,19512736.95
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2023-01-06,1135234.175
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2023-01-06,-19247.02066
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2023-01-06,9377768.185
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2023-01-06,1449328.748
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2023-01-06,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2023-01-06,593783.4987
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2023-01-06,-2169599.896
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-12-31,7687132.89
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-12-31,102508.1838
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-12-31,17710565.02
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-12-31,1228618.268
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-12-31,1212738.283
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-12-31,-1593561.742
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-12-31,-310061.1969
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-12-31,18963649.01
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-12-31,1138820.415
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-12-31,-19211.51642
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-12-31,9637569.672
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-12-31,1474265.264
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-12-31,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-12-31,604824.7862
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-12-31,-1930488.21
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-12-30,7628561.433
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-12-30,102374.043
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-12-30,17673751.3
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-12-30,1230745.534
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-12-30,1212738.283
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-12-30,-1594492.439
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-12-30,-314134.6689
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-12-30,18953260.64
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-12-30,1138820.415
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-12-30,-19209.93253
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-12-30,9659568.599
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-12-30,1474691.684
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-12-30,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-12-30,574978.5775
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-12-30,-2001068.44
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-12-23,7745502.712
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-12-23,88096.55958
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-12-23,17390488.66
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-12-23,1431512.627
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-12-23,1210778.797
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-12-23,-1527002.122
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-12-23,-335891.8486
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-12-23,19414233.23
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-12-23,1107211.436
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-12-23,-19027.87289
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-12-23,9344814.666
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-12-23,1461177.103
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-12-23,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-12-23,485316.7078
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-12-23,-2040208.107
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-12-16,7795682.008
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-12-16,105775.7297
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-12-16,17335340.84
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-12-16,1427588.492
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-12-16,1210778.797
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-12-16,-1518186.946
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-12-16,-393480.5186
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-12-16,19467359.73
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-12-16,1092753.744
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-12-16,-19011.65988
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-12-16,9216923.774
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-12-16,1468393.958
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-12-16,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-12-16,372157.6489
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-12-16,-1787500.018
