series_name,date,trade_type,value,series_name2
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-03-31,exports,4240.643,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-03-31,exports,2246.997,Other
Base Metals and articles or Base Metal,2005-03-31,exports,15454.854,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-03-31,exports,19193.593,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-03-31,exports,2207.007,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-03-31,exports,18312.381,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-03-31,exports,22388.408,Other
Miscellaneous Manufactured articles,2005-03-31,exports,35499.769,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-03-31,exports,569.966,Other
Live Animals and Animals Products,2005-02-28,exports,13220.3,Live Animals and Animals Products
Vegetable Products,2005-02-28,exports,93715.831,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-02-28,exports,5983.002,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-02-28,exports,17314.931,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-02-28,exports,54675.668,Mineral Products
Products of Chemical or Allied Industries,2005-02-28,exports,21994.452,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-02-28,exports,29122.974,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-02-28,exports,56108.99,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-02-28,exports,576.47,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-02-28,exports,2888.937,Other
Textiles and Textile articles,2005-02-28,exports,722770.687,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-02-28,exports,7739.217,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-02-28,exports,3490.567,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-02-28,exports,922.542,Other
Base Metals and articles or Base Metal,2005-02-28,exports,13254.357,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-02-28,exports,14434.211,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-02-28,exports,1853.328,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-02-28,exports,14661.151,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-02-28,exports,243.429,Other
Miscellaneous Manufactured articles,2005-02-28,exports,30517.378,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-02-28,exports,642.083,Other
Live Animals and Animals Products,2005-01-31,exports,15965.206,Live Animals and Animals Products
Vegetable Products,2005-01-31,exports,106935.421,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2005-01-31,exports,6375.989,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2005-01-31,exports,10656.18,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2005-01-31,exports,42047.232,Mineral Products
Products of Chemical or Allied Industries,2005-01-31,exports,24978.724,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2005-01-31,exports,20581.338,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2005-01-31,exports,63773.342,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2005-01-31,exports,700.561,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2005-01-31,exports,1405.37,Other
Textiles and Textile articles,2005-01-31,exports,696997.934,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2005-01-31,exports,7362.947,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2005-01-31,exports,4922.84,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2005-01-31,exports,868.73,Other
Base Metals and articles or Base Metal,2005-01-31,exports,10929.977,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2005-01-31,exports,14834.554,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2005-01-31,exports,1754.523,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2005-01-31,exports,14373.357,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2005-01-31,exports,767.897,Other
Miscellaneous Manufactured articles,2005-01-31,exports,32577.591,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2005-01-31,exports,1089.11,Other
Live Animals and Animals Products,2004-12-31,exports,23104.407,Live Animals and Animals Products
Vegetable Products,2004-12-31,exports,101126.955,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2004-12-31,exports,7497.179,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2004-12-31,exports,22974.206,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2004-12-31,exports,59483.065,Mineral Products
Products of Chemical or Allied Industries,2004-12-31,exports,24026.573,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2004-12-31,exports,21421.429,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2004-12-31,exports,80120.164,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2004-12-31,exports,1988.355,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2004-12-31,exports,2779.596,Other
Textiles and Textile articles,2004-12-31,exports,813531.548,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2004-12-31,exports,7362.614,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2004-12-31,exports,4584.182,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2004-12-31,exports,1506.643,Other
Base Metals and articles or Base Metal,2004-12-31,exports,13892.983,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2004-12-31,exports,18292.661,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2004-12-31,exports,3299.967,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2004-12-31,exports,16542.052,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2004-12-31,exports,47937.188,Other
Miscellaneous Manufactured articles,2004-12-31,exports,31738.415,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2004-12-31,exports,826.757,Other
Live Animals and Animals Products,2004-11-30,exports,22636.998,Live Animals and Animals Products
Vegetable Products,2004-11-30,exports,74039.326,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2004-11-30,exports,7520.118,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2004-11-30,exports,16344.06,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2004-11-30,exports,38373.614,Mineral Products
Products of Chemical or Allied Industries,2004-11-30,exports,16037.208,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2004-11-30,exports,21253.863,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2004-11-30,exports,73014.135,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2004-11-30,exports,1518.513,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2004-11-30,exports,2020.97,Other
Textiles and Textile articles,2004-11-30,exports,691630.194,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2004-11-30,exports,7753.318,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2004-11-30,exports,3950.351,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2004-11-30,exports,1103.448,Other
Base Metals and articles or Base Metal,2004-11-30,exports,10904.616,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2004-11-30,exports,15929.532,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2004-11-30,exports,2216.028,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2004-11-30,exports,15181.844,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2004-11-30,exports,356.9,Other
Miscellaneous Manufactured articles,2004-11-30,exports,26782.41,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2004-11-30,exports,998.09,Other
Live Animals and Animals Products,2004-10-31,exports,16199.223,Live Animals and Animals Products
Vegetable Products,2004-10-31,exports,73274.222,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2004-10-31,exports,9585.956,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2004-10-31,exports,23475.606,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2004-10-31,exports,36665.297,Mineral Products
Products of Chemical or Allied Industries,2004-10-31,exports,23344.994,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2004-10-31,exports,22149.179,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2004-10-31,exports,73812.391,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2004-10-31,exports,1379.272,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2004-10-31,exports,2216.826,Other
Textiles and Textile articles,2004-10-31,exports,778818.095,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2004-10-31,exports,11469.006,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2004-10-31,exports,4737.763,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2004-10-31,exports,1386.146,Other
Base Metals and articles or Base Metal,2004-10-31,exports,13138.174,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2004-10-31,exports,24361.365,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2004-10-31,exports,1821.671,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2004-10-31,exports,16275.669,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2004-10-31,exports,213.961,Other
Miscellaneous Manufactured articles,2004-10-31,exports,31944.78,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2004-10-31,exports,3117.554,Other
Live Animals and Animals Products,2004-09-30,exports,14251.73,Live Animals and Animals Products
Vegetable Products,2004-09-30,exports,61438.886,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2004-09-30,exports,7566.778,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2004-09-30,exports,20651.49,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2004-09-30,exports,52817.927,Mineral Products
Products of Chemical or Allied Industries,2004-09-30,exports,22820.643,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2004-09-30,exports,19555.271,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2004-09-30,exports,73744.859,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2004-09-30,exports,1343.101,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2004-09-30,exports,2527.833,Other
Textiles and Textile articles,2004-09-30,exports,734889.164,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2004-09-30,exports,7347.274,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2004-09-30,exports,4007.148,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2004-09-30,exports,1889.957,Other
Base Metals and articles or Base Metal,2004-09-30,exports,10062.406,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2004-09-30,exports,11314.401,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2004-09-30,exports,2332.51,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2004-09-30,exports,15661.079,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2004-09-30,exports,2713.259,Other
Miscellaneous Manufactured articles,2004-09-30,exports,30001.624,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2004-09-30,exports,2445.068,Other
Live Animals and Animals Products,2004-08-31,exports,10885.573,Live Animals and Animals Products
Vegetable Products,2004-08-31,exports,74195.249,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2004-08-31,exports,7366.836,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2004-08-31,exports,22819.964,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2004-08-31,exports,57374.001,Mineral Products
Products of Chemical or Allied Industries,2004-08-31,exports,14781.706,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2004-08-31,exports,22973.79,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2004-08-31,exports,60710.498,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2004-08-31,exports,913.301,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2004-08-31,exports,2198.888,Other
Textiles and Textile articles,2004-08-31,exports,712050.423,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2004-08-31,exports,9290.059,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2004-08-31,exports,5190.178,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2004-08-31,exports,1135.119,Other
