Month,Price,Change,type,0
Jun 1994,157.63,-0.99%,Dap Fertilizer,
Jul 1994,158.63,0.63%,Dap Fertilizer,
Aug 1994,161.1,1.56%,Dap Fertilizer,
Sep 1994,164.0,1.80%,Dap Fertilizer,
Oct 1994,167.13,1.91%,Dap Fertilizer,
Nov 1994,165.88,-0.75%,Dap Fertilizer,
Dec 1994,171.67,3.49%,Dap Fertilizer,
Jan 1995,188.2,9.63%,Dap Fertilizer,
Feb 1995,198.63,5.54%,Dap Fertilizer,
Mar 1995,205.63,3.52%,Dap Fertilizer,
Apr 1995,204.5,-0.55%,Dap Fertilizer,
May 1995,197.8,-3.28%,Dap Fertilizer,
Jun 1995,185.63,-6.15%,Dap Fertilizer,
Jul 1995,180.8,-2.60%,Dap Fertilizer,
Aug 1995,185.25,2.46%,Dap Fertilizer,
Sep 1995,192.0,3.64%,Dap Fertilizer,
Oct 1995,204.8,6.67%,Dap Fertilizer,
Nov 1995,224.88,9.80%,Dap Fertilizer,
Dec 1995,229.17,1.91%,Dap Fertilizer,
Jan 1996,226.3,-1.25%,Dap Fertilizer,
Feb 1996,225.88,-0.19%,Dap Fertilizer,
Mar 1996,221.0,-2.16%,Dap Fertilizer,
Apr 1996,210.75,-4.64%,Dap Fertilizer,
May 1996,186.13,-11.68%,Dap Fertilizer,
Jun 1996,182.13,-2.15%,Dap Fertilizer,
Jul 1996,188.0,3.22%,Dap Fertilizer,
Aug 1996,189.88,1.00%,Dap Fertilizer,
Sep 1996,186.7,-1.67%,Dap Fertilizer,
Oct 1996,183.75,-1.58%,Dap Fertilizer,
Nov 1996,188.25,2.45%,Dap Fertilizer,
Dec 1996,188.5,0.13%,Dap Fertilizer,
Jan 1997,188.0,-0.27%,Dap Fertilizer,
Feb 1997,187.38,-0.33%,Dap Fertilizer,
Mar 1997,187.4,0.01%,Dap Fertilizer,
Apr 1997,188.5,0.59%,Dap Fertilizer,
May 1997,188.5,0.00%,Dap Fertilizer,
Jun 1997,187.0,-0.80%,Dap Fertilizer,
Jul 1997,186.88,-0.06%,Dap Fertilizer,
Aug 1997,186.63,-0.13%,Dap Fertilizer,
Sep 1997,186.6,-0.02%,Dap Fertilizer,
Oct 1997,186.0,-0.32%,Dap Fertilizer,
Nov 1997,185.5,-0.27%,Dap Fertilizer,
Dec 1997,185.5,0.00%,Dap Fertilizer,
Jan 1998,184.0,-0.81%,Dap Fertilizer,
Feb 1998,183.5,-0.27%,Dap Fertilizer,
Mar 1998,183.5,0.00%,Dap Fertilizer,
Apr 1998,185.0,0.82%,Dap Fertilizer,
May 1998,186.5,0.81%,Dap Fertilizer,
Jun 1998,189.2,1.45%,Dap Fertilizer,
Jul 1998,190.5,0.69%,Dap Fertilizer,
Aug 1998,190.5,0.00%,Dap Fertilizer,
Sep 1998,190.5,0.00%,Dap Fertilizer,
Oct 1998,189.63,-0.46%,Dap Fertilizer,
Nov 1998,186.7,-1.55%,Dap Fertilizer,
Dec 1998,182.83,-2.07%,Dap Fertilizer,
Jan 1999,181.75,-0.59%,Dap Fertilizer,
Feb 1999,181.63,-0.07%,Dap Fertilizer,
Mar 1999,181.75,0.07%,Dap Fertilizer,
Apr 1999,180.5,-0.69%,Dap Fertilizer,
May 1999,180.5,0.00%,Dap Fertilizer,
Jun 1999,180.5,0.00%,Dap Fertilizer,
Jul 1999,177.0,-1.94%,Dap Fertilizer,
Aug 1999,172.4,-2.60%,Dap Fertilizer,
Sep 1999,164.38,-4.65%,Dap Fertilizer,
Oct 1999,157.0,-4.49%,Dap Fertilizer,
Nov 1999,148.3,-5.54%,Dap Fertilizer,
Dec 1999,147.5,-0.54%,Dap Fertilizer,
Jan 2000,147.2,-0.20%,Dap Fertilizer,
Feb 2000,144.5,-1.83%,Dap Fertilizer,
Mar 2000,143.0,-1.04%,Dap Fertilizer,
Apr 2000,143.0,0.00%,Dap Fertilizer,
May 2000,143.0,0.00%,Dap Fertilizer,
Jun 2000,142.0,-0.70%,Dap Fertilizer,
Jul 2000,140.3,-1.20%,Dap Fertilizer,
Aug 2000,148.63,5.94%,Dap Fertilizer,
Sep 2000,157.5,5.97%,Dap Fertilizer,
Oct 2000,155.9,-1.02%,Dap Fertilizer,
Nov 2000,153.5,-1.54%,Dap Fertilizer,
Dec 2000,153.5,0.00%,Dap Fertilizer,
Jan 2001,154.5,0.65%,Dap Fertilizer,
Feb 2001,159.0,2.91%,Dap Fertilizer,
Mar 2001,159.13,0.08%,Dap Fertilizer,
Apr 2001,151.3,-4.92%,Dap Fertilizer,
May 2001,142.0,-6.15%,Dap Fertilizer,
Jun 2001,133.13,-6.25%,Dap Fertilizer,
Jul 2001,135.0,1.40%,Dap Fertilizer,
Aug 2001,135.0,0.00%,Dap Fertilizer,
Sep 2001,135.0,0.00%,Dap Fertilizer,
Oct 2001,135.9,0.67%,Dap Fertilizer,
Nov 2001,140.5,3.38%,Dap Fertilizer,
Dec 2001,141.67,0.83%,Dap Fertilizer,
Jan 2002,146.0,3.06%,Dap Fertilizer,
Feb 2002,150.25,2.91%,Dap Fertilizer,
Mar 2002,149.75,-0.33%,Dap Fertilizer,
Apr 2002,147.8,-1.30%,Dap Fertilizer,
May 2002,143.88,-2.65%,Dap Fertilizer,
Jun 2002,149.5,3.91%,Dap Fertilizer,
Jul 2002,160.5,7.36%,Dap Fertilizer,
Aug 2002,162.5,1.25%,Dap Fertilizer,
Sep 2002,160.9,-0.98%,Dap Fertilizer,
Oct 2002,156.25,-2.89%,Dap Fertilizer,
Nov 2002,151.5,-3.04%,Dap Fertilizer,
Dec 2002,147.5,-2.64%,Dap Fertilizer,
Jan 2003,149.75,1.53%,Dap Fertilizer,
Feb 2003,155.25,3.67%,Dap Fertilizer,
Mar 2003,177.2,14.14%,Dap Fertilizer,
Apr 2003,181.5,2.43%,Dap Fertilizer,
May 2003,178.44,-1.69%,Dap Fertilizer,
Jun 2003,171.3,-4.00%,Dap Fertilizer,
Jul 2003,176.38,2.97%,Dap Fertilizer,
Aug 2003,175.63,-0.43%,Dap Fertilizer,
Sep 2003,171.3,-2.47%,Dap Fertilizer,
Oct 2003,166.38,-2.87%,Dap Fertilizer,
Nov 2003,169.38,1.80%,Dap Fertilizer,
Dec 2003,187.5,10.70%,Dap Fertilizer,
Jan 2004,204.25,8.93%,Dap Fertilizer,
Feb 2004,211.5,3.55%,Dap Fertilizer,
Mar 2004,205.3,-2.93%,Dap Fertilizer,
Apr 2004,199.38,-2.88%,Dap Fertilizer,
May 2004,191.1,-4.15%,Dap Fertilizer,
Jun 2004,190.63,-0.25%,Dap Fertilizer,
Jul 2004,201.5,5.70%,Dap Fertilizer,
Aug 2004,208.1,3.28%,Dap Fertilizer,
Sep 2004,208.5,0.19%,Dap Fertilizer,
Oct 2004,211.75,1.56%,Dap Fertilizer,
Nov 2004,213.8,0.97%,Dap Fertilizer,
Dec 2004,211.13,-1.25%,Dap Fertilizer,
Jan 2005,208.6,-1.20%,Dap Fertilizer,
Feb 2005,207.13,-0.70%,Dap Fertilizer,
Mar 2005,210.63,1.69%,Dap Fertilizer,
Apr 2005,214.75,1.96%,Dap Fertilizer,
May 2005,217.2,1.14%,Dap Fertilizer,
Jun 2005,224.25,3.25%,Dap Fertilizer,
Jul 2005,228.25,1.78%,Dap Fertilizer,
Aug 2005,231.5,1.42%,Dap Fertilizer,
Sep 2005,240.75,4.00%,Dap Fertilizer,
Oct 2005,246.38,2.34%,Dap Fertilizer,
Nov 2005,246.13,-0.10%,Dap Fertilizer,
Dec 2005,245.88,-0.10%,Dap Fertilizer,
Jan 2006,244.3,-0.64%,Dap Fertilizer,
Feb 2006,238.13,-2.53%,Dap Fertilizer,
Mar 2006,233.63,-1.89%,Dap Fertilizer,
Apr 2006,231.75,-0.80%,Dap Fertilizer,
May 2006,232.9,0.50%,Dap Fertilizer,
Jun 2006,232.38,-0.22%,Dap Fertilizer,
Jul 2006,230.3,-0.90%,Dap Fertilizer,
Aug 2006,228.25,-0.89%,Dap Fertilizer,
Sep 2006,225.13,-1.37%,Dap Fertilizer,
Oct 2006,218.5,-2.94%,Dap Fertilizer,
Nov 2006,219.38,0.40%,Dap Fertilizer,
Dec 2006,223.83,2.03%,Dap Fertilizer,
Jan 2007,249.2,11.33%,Dap Fertilizer,
Feb 2007,317.63,27.46%,Dap Fertilizer,
Mar 2007,387.0,21.84%,Dap Fertilizer,
Apr 2007,404.6,4.55%,Dap Fertilizer,
May 2007,392.0,-3.11%,Dap Fertilizer,
Jun 2007,387.88,-1.05%,Dap Fertilizer,
Jul 2007,398.5,2.74%,Dap Fertilizer,
Aug 2007,401.63,0.79%,Dap Fertilizer,
Sep 2007,399.63,-0.50%,Dap Fertilizer,
Oct 2007,406.0,1.59%,Dap Fertilizer,
Nov 2007,447.0,10.10%,Dap Fertilizer,
Dec 2007,512.5,14.65%,Dap Fertilizer,
Jan 2008,593.88,15.88%,Dap Fertilizer,
Feb 2008,692.5,16.61%,Dap Fertilizer,
Mar 2008,862.2,24.51%,Dap Fertilizer,
Apr 2008,953.5,10.59%,Dap Fertilizer,
May 2008,997.5,4.61%,Dap Fertilizer,
Jun 2008,1004.1,0.66%,Dap Fertilizer,
Jul 2008,1075.75,7.14%,Dap Fertilizer,
Aug 2008,1065.0,-1.00%,Dap Fertilizer,
Sep 2008,980.0,-7.98%,Dap Fertilizer,
Oct 2008,910.0,-7.14%,Dap Fertilizer,
Nov 2008,710.0,-21.98%,Dap Fertilizer,
Dec 2008,495.0,-30.28%,Dap Fertilizer,
Jan 2009,308.88,-37.60%,Dap Fertilizer,
Feb 2009,313.75,1.58%,Dap Fertilizer,
Mar 2009,317.8,1.29%,Dap Fertilizer,
Apr 2009,300.63,-5.40%,Dap Fertilizer,
May 2009,267.88,-10.89%,Dap Fertilizer,
Jun 2009,256.1,-4.40%,Dap Fertilizer,
Jul 2009,263.25,2.79%,Dap Fertilizer,
Aug 2009,276.4,5.00%,Dap Fertilizer,
Sep 2009,280.63,1.53%,Dap Fertilizer,
Oct 2009,271.63,-3.21%,Dap Fertilizer,
Nov 2009,273.2,0.58%,Dap Fertilizer,
Dec 2009,331.5,21.34%,Dap Fertilizer,
Jan 2010,383.0,15.54%,Dap Fertilizer,
Feb 2010,413.63,8.00%,Dap Fertilizer,
Mar 2010,424.5,2.63%,Dap Fertilizer,
Apr 2010,417.5,-1.65%,Dap Fertilizer,
May 2010,410.0,-1.80%,Dap Fertilizer,
Jun 2010,392.5,-4.27%,Dap Fertilizer,
Jul 2010,418.13,6.53%,Dap Fertilizer,
Aug 2010,459.9,9.99%,Dap Fertilizer,
Sep 2010,506.0,10.02%,Dap Fertilizer,
Oct 2010,557.25,10.13%,Dap Fertilizer,
Nov 2010,554.1,-0.57%,Dap Fertilizer,
Dec 2010,540.63,-2.43%,Dap Fertilizer,
Jan 2011,547.4,1.25%,Dap Fertilizer,
Feb 2011,413.63,-24.44%,Dap Fertilizer,
Mar 2011,424.5,2.63%,Dap Fertilizer,
Apr 2011,417.5,-1.65%,Dap Fertilizer,
May 2011,410.0,-1.80%,Dap Fertilizer,
Jun 2011,575.88,40.46%,Dap Fertilizer,
Jul 2011,597.63,3.78%,Dap Fertilizer,
Aug 2011,597.4,-0.04%,Dap Fertilizer,
Sep 2011,587.88,-1.59%,Dap Fertilizer,
Oct 2011,571.4,-2.80%,Dap Fertilizer,
Nov 2011,563.5,-1.38%,Dap Fertilizer,
Dec 2011,488.75,-13.27%,Dap Fertilizer,
Jan 2012,451.4,-7.64%,Dap Fertilizer,
Feb 2012,435.5,-3.52%,Dap Fertilizer,
Mar 2012,442.88,1.69%,Dap Fertilizer,
Apr 2012,478.0,7.93%,Dap Fertilizer,
May 2012,490.5,2.62%,Dap Fertilizer,
Jun 2012,501.63,2.27%,Dap Fertilizer,
Jul 2012,436.88,-12.91%,Dap Fertilizer,
Aug 2012,504.5,15.48%,Dap Fertilizer,
Sep 2012,527.38,4.54%,Dap Fertilizer,
Oct 2012,533.5,1.16%,Dap Fertilizer,
Nov 2012,487.88,-8.55%,Dap Fertilizer,
Dec 2012,472.83,-3.08%,Dap Fertilizer,
Jan 2013,462.25,-2.24%,Dap Fertilizer,
Feb 2013,464.5,0.49%,Dap Fertilizer,
Mar 2013,467.63,0.67%,Dap Fertilizer,
Apr 2013,461.13,-1.39%,Dap Fertilizer,
May 2013,421.25,-8.65%,Dap Fertilizer,
Jun 2013,424.13,0.68%,Dap Fertilizer,
Jul 2013,409.63,-3.42%,Dap Fertilizer,
Aug 2013,400.38,-2.26%,Dap Fertilizer,
Sep 2013,374.8,-6.39%,Dap Fertilizer,
Oct 2013,370.0,-1.28%,Dap Fertilizer,
Nov 2013,334.38,-9.63%,Dap Fertilizer,
Dec 2013,341.63,2.17%,Dap Fertilizer,
Jan 2014,403.38,18.08%,Dap Fertilizer,
Feb 2014,450.13,11.59%,Dap Fertilizer,
Mar 2014,486.5,8.08%,Dap Fertilizer,
Apr 2014,409.0,-15.93%,Dap Fertilizer,
May 2014,413.56,1.11%,Dap Fertilizer,
Jun 2014,421.38,1.89%,Dap Fertilizer,
Jul 2014,440.63,4.57%,Dap Fertilizer,
Aug 2014,446.5,1.33%,Dap Fertilizer,
Sep 2014,438.1,-1.88%,Dap Fertilizer,
Oct 2014,418.75,-4.42%,Dap Fertilizer,
Nov 2014,408.75,-2.39%,Dap Fertilizer,
Dec 2014,418.38,2.36%,Dap Fertilizer,
Jan 2015,440.25,5.23%,Dap Fertilizer,
Feb 2015,444.13,0.88%,Dap Fertilizer,
Mar 2015,428.8,-3.45%,Dap Fertilizer,
Apr 2015,409.0,-4.62%,Dap Fertilizer,
May 2015,413.56,1.11%,Dap Fertilizer,
Jun 2015,421.38,1.89%,Dap Fertilizer,
Jul 2015,431.5,2.40%,Dap Fertilizer,
Aug 2015,434.63,0.73%,Dap Fertilizer,
Sep 2015,428.0,-1.53%,Dap Fertilizer,
Oct 2015,423.75,-0.99%,Dap Fertilizer,
Nov 2015,383.88,-9.41%,Dap Fertilizer,
Dec 2015,340.63,-11.27%,Dap Fertilizer,
Jan 2016,327.13,-3.96%,Dap Fertilizer,
Feb 2016,326.0,-0.35%,Dap Fertilizer,
Mar 2016,338.13,3.72%,Dap Fertilizer,
Apr 2016,330.5,-2.26%,Dap Fertilizer,
May 2016,313.5,-5.14%,Dap Fertilizer,
Jun 2016,306.63,-2.19%,Dap Fertilizer,
Jul 2016,305.2,-0.47%,Dap Fertilizer,
Aug 2016,318.06,4.21%,Dap Fertilizer,
Sep 2016,320.0,0.61%,Dap Fertilizer,
Oct 2016,310.0,-3.13%,Dap Fertilizer,
Nov 2016,298.0,-3.87%,Dap Fertilizer,
Dec 2016,296.63,-0.46%,Dap Fertilizer,
Jan 2017,308.0,3.83%,Dap Fertilizer,
Feb 2017,326.0,5.84%,Dap Fertilizer,
Mar 2017,325.63,-0.11%,Dap Fertilizer,
Apr 2017,313.13,-3.84%,Dap Fertilizer,
May 2017,309.25,-1.24%,Dap Fertilizer,
Jun 2017,310.3,0.34%,Dap Fertilizer,
Jul 2017,313.75,1.11%,Dap Fertilizer,
Aug 2017,320.75,2.23%,Dap Fertilizer,
Sep 2017,325.9,1.61%,Dap Fertilizer,
Oct 2017,322.38,-1.08%,Dap Fertilizer,
Nov 2017,344.0,6.71%,Dap Fertilizer,
Dec 2017,357.25,3.85%,Dap Fertilizer,
Jan 2018,360.38,0.88%,Dap Fertilizer,
Feb 2018,370.0,2.67%,Dap Fertilizer,
Mar 2018,378.0,2.16%,Dap Fertilizer,
Apr 2018,384.75,1.79%,Dap Fertilizer,
May 2018,384.38,-0.10%,Dap Fertilizer,
Jun 2018,391.6,1.88%,Dap Fertilizer,
Jul 2018,400.75,2.34%,Dap Fertilizer,
Aug 2018,409.0,2.06%,Dap Fertilizer,
Sep 2018,421.63,3.09%,Dap Fertilizer,
Oct 2018,420.75,-0.21%,Dap Fertilizer,
Nov 2018,410.2,-2.51%,Dap Fertilizer,
Dec 2018,389.67,-5.00%,Dap Fertilizer,
Jan 2019,382.13,-1.93%,Dap Fertilizer,
Feb 2019,357.38,-6.48%,Dap Fertilizer,
Mar 2019,335.03,-6.25%,Dap Fertilizer,
Apr 2019,323.75,-3.37%,Dap Fertilizer,
May 2019,313.4,-3.20%,Dap Fertilizer,
Jun 2019,314.88,0.47%,Dap Fertilizer,
Jul 2019,307.5,-2.34%,Dap Fertilizer,
Aug 2019,292.9,-4.75%,Dap Fertilizer,
Sep 2019,285.75,-2.44%,Dap Fertilizer,
Oct 2019,277.38,-2.93%,Dap Fertilizer,
Nov 2019,248.0,-10.59%,Dap Fertilizer,
Dec 2019,238.16,-3.97%,Dap Fertilizer,
Jan 2020,264.9,11.23%,Dap Fertilizer,
Feb 2020,279.38,5.47%,Dap Fertilizer,
Mar 2020,276.22,-1.13%,Dap Fertilizer,
Apr 2020,282.0,2.09%,Dap Fertilizer,
May 2020,263.0,-6.74%,Dap Fertilizer,
Jun 2020,273.0,3.80%,Dap Fertilizer,
Jul 2020,305.1,11.76%,Dap Fertilizer,
Aug 2020,341.88,12.06%,Dap Fertilizer,
Sep 2020,358.38,4.83%,Dap Fertilizer,
Oct 2020,357.1,-0.36%,Dap Fertilizer,
Nov 2020,359.63,0.71%,Dap Fertilizer,
Dec 2020,388.5,8.03%,Dap Fertilizer,
Jan 2021,421.3,8.44%,Dap Fertilizer,
Feb 2021,528.88,25.54%,Dap Fertilizer,
Mar 2021,534.13,0.99%,Dap Fertilizer,
Apr 2021,543.4,1.74%,Dap Fertilizer,
May 2021,574.63,5.75%,Dap Fertilizer,
Jun 2021,604.75,5.24%,Dap Fertilizer,
Jul 2021,613.0,1.36%,Dap Fertilizer,
Aug 2021,603.13,-1.61%,Dap Fertilizer,
Sep 2021,643.75,6.73%,Dap Fertilizer,
Oct 2021,672.9,4.53%,Dap Fertilizer,
Nov 2021,726.69,7.99%,Dap Fertilizer,
Dec 2021,745.0,2.52%,Dap Fertilizer,
Jan 2022,699.38,-6.12%,Dap Fertilizer,
Feb 2022,747.13,6.83%,Dap Fertilizer,
Mar 2022,938.13,25.56%,Dap Fertilizer,
Apr 2022,954.0,1.69%,Dap Fertilizer,
May 2022,842.5,-11.69%,Dap Fertilizer,
Jun 2022,783.75,-6.97%,Dap Fertilizer,
Jul 2022,784.0,0.03%,Dap Fertilizer,
Aug 2022,749.38,-4.42%,Dap Fertilizer,
Sep 2022,752.0,0.35%,Dap Fertilizer,
Oct 2022,725.0,-3.59%,Dap Fertilizer,
Nov 2022,665.63,-8.19%,Dap Fertilizer,
Dec 2022,625.0,-6.10%,Dap Fertilizer,
Jan 2023,631.0,0.96%,Dap Fertilizer,
Feb 2023,612.5,-2.93%,Dap Fertilizer,
Mar 2023,606.0,-1.06%,Dap Fertilizer,
Apr 2023,637.0,5.12%,Dap Fertilizer,
May 1993,25.37,-,Energy Price Index,
Jun 1993,24.35,-3.99%,Energy Price Index,
Jul 1993,23.23,-4.61%,Energy Price Index,
Aug 1993,23.66,1.86%,Energy Price Index,
Sep 1993,23.04,-2.65%,Energy Price Index,
Oct 1993,23.36,1.42%,Energy Price Index,
Nov 1993,22.27,-4.70%,Energy Price Index,
Dec 1993,20.82,-6.50%,Energy Price Index,
Jan 1994,21.13,1.52%,Energy Price Index,
Feb 1994,21.19,0.28%,Energy Price Index,
Mar 1994,20.29,-4.27%,Energy Price Index,
Apr 1994,21.63,6.61%,Energy Price Index,
May 1994,22.84,5.62%,Energy Price Index,
Jun 1994,23.87,4.49%,Energy Price Index,
Jul 1994,24.72,3.58%,Energy Price Index,
Aug 1994,23.41,-5.30%,Energy Price Index,
Sep 1994,22.35,-4.55%,Energy Price Index,
Oct 1994,22.7,1.57%,Energy Price Index,
Nov 1994,23.46,3.33%,Energy Price Index,
Dec 1994,22.56,-3.85%,Energy Price Index,
Jan 1995,23.41,3.79%,Energy Price Index,
Feb 1995,24.08,2.87%,Energy Price Index,
Mar 1995,23.99,-0.38%,Energy Price Index,
Apr 1995,25.46,6.11%,Energy Price Index,
May 1995,25.33,-0.50%,Energy Price Index,
Jun 1995,24.27,-4.16%,Energy Price Index,
Jul 1995,22.71,-6.43%,Energy Price Index,
Aug 1995,23.27,2.46%,Energy Price Index,
Sep 1995,23.74,2.04%,Energy Price Index,
Oct 1995,23.15,-2.48%,Energy Price Index,
Nov 1995,24.1,4.10%,Energy Price Index,
Dec 1995,26.16,8.52%,Energy Price Index,
Jan 1996,26.39,0.89%,Energy Price Index,
Feb 1996,28.21,6.90%,Energy Price Index,
Mar 1996,28.07,-0.49%,Energy Price Index,
Apr 1996,28.72,2.31%,Energy Price Index,
May 1996,26.83,-6.59%,Energy Price Index,
Jun 1996,26.57,-0.97%,Energy Price Index,
Jul 1996,27.7,4.25%,Energy Price Index,
Aug 1996,28.03,1.20%,Energy Price Index,
Sep 1996,29.71,6.01%,Energy Price Index,
Oct 1996,31.91,7.41%,Energy Price Index,
Nov 1996,31.41,-1.58%,Energy Price Index,
Dec 1996,33.75,7.45%,Energy Price Index,
Jan 1997,32.62,-3.35%,Energy Price Index,
Feb 1997,28.17,-13.65%,Energy Price Index,
Mar 1997,26.54,-5.79%,Energy Price Index,
Apr 1997,25.17,-5.16%,Energy Price Index,
May 1997,27.03,7.40%,Energy Price Index,
Jun 1997,25.38,-6.10%,Energy Price Index,
Jul 1997,25.78,1.55%,Energy Price Index,
Aug 1997,26.61,3.25%,Energy Price Index,
Sep 1997,27.08,1.76%,Energy Price Index,
Oct 1997,28.78,6.26%,Energy Price Index,
Nov 1997,27.58,-4.15%,Energy Price Index,
Dec 1997,24.43,-11.43%,Energy Price Index,
Jan 1998,21.89,-10.40%,Energy Price Index,
Feb 1998,21.16,-3.33%,Energy Price Index,
Mar 1998,20.05,-5.27%,Energy Price Index,
Apr 1998,20.61,2.82%,Energy Price Index,
May 1998,20.74,0.61%,Energy Price Index,
Jun 1998,19.1,-7.88%,Energy Price Index,
Jul 1998,19.27,0.91%,Energy Price Index,
Aug 1998,18.43,-4.37%,Energy Price Index,
Sep 1998,20.07,8.87%,Energy Price Index,
Oct 1998,19.25,-4.06%,Energy Price Index,
Nov 1998,17.99,-6.53%,Energy Price Index,
Dec 1998,15.93,-11.46%,Energy Price Index,
Jan 1999,17.14,7.59%,Energy Price Index,
Feb 1999,16.28,-5.02%,Energy Price Index,
Mar 1999,18.86,15.83%,Energy Price Index,
Apr 1999,22.18,17.59%,Energy Price Index,
May 1999,22.54,1.62%,Energy Price Index,
Jun 1999,22.97,1.92%,Energy Price Index,
Jul 1999,25.81,12.36%,Energy Price Index,
Aug 1999,27.86,7.96%,Energy Price Index,
Sep 1999,30.21,8.43%,Energy Price Index,
Oct 1999,29.77,-1.44%,Energy Price Index,
Nov 1999,31.68,6.40%,Energy Price Index,
Dec 1999,32.77,3.45%,Energy Price Index,
Jan 2000,33.45,2.07%,Energy Price Index,
Feb 2000,35.85,7.18%,Energy Price Index,
Mar 2000,36.37,1.44%,Energy Price Index,
Apr 2000,32.48,-10.69%,Energy Price Index,
May 2000,37.12,14.30%,Energy Price Index,
Jun 2000,40.69,9.59%,Energy Price Index,
Jul 2000,38.92,-4.35%,Energy Price Index,
Aug 2000,40.69,4.56%,Energy Price Index,
Sep 2000,44.65,9.72%,Energy Price Index,
Oct 2000,44.02,-1.41%,Energy Price Index,
Nov 2000,45.75,3.95%,Energy Price Index,
Dec 2000,42.76,-6.53%,Energy Price Index,
Jan 2001,42.71,-0.13%,Energy Price Index,
Feb 2001,40.72,-4.65%,Energy Price Index,
Mar 2001,37.75,-7.29%,Energy Price Index,
Apr 2001,38.5,1.97%,Energy Price Index,
May 2001,39.14,1.68%,Energy Price Index,
Jun 2001,37.86,-3.28%,Energy Price Index,
Jul 2001,34.45,-9.00%,Energy Price Index,
Aug 2001,35.35,2.60%,Energy Price Index,
Sep 2001,33.6,-4.95%,Energy Price Index,
Oct 2001,29.05,-13.54%,Energy Price Index,
Nov 2001,26.56,-8.58%,Energy Price Index,
Dec 2001,26.31,-0.94%,Energy Price Index,
Jan 2002,26.6,1.11%,Energy Price Index,
Feb 2002,27.57,3.65%,Energy Price Index,
Mar 2002,32.38,17.44%,Energy Price Index,
Apr 2002,34.69,7.14%,Energy Price Index,
May 2002,35.04,1.01%,Energy Price Index,
Jun 2002,33.37,-4.78%,Energy Price Index,
Jul 2002,34.39,3.06%,Energy Price Index,
Aug 2002,35.6,3.52%,Energy Price Index,
Sep 2002,37.9,6.47%,Energy Price Index,
Oct 2002,38.01,0.28%,Energy Price Index,
Nov 2002,34.74,-8.59%,Energy Price Index,
Dec 2002,39.24,12.97%,Energy Price Index,
Jan 2003,43.34,10.42%,Energy Price Index,
Feb 2003,48.77,12.53%,Energy Price Index,
Mar 2003,43.67,-10.44%,Energy Price Index,
Apr 2003,37.78,-13.50%,Energy Price Index,
May 2003,39.04,3.33%,Energy Price Index,
Jun 2003,40.98,4.97%,Energy Price Index,
Jul 2003,40.7,-0.67%,Energy Price Index,
Aug 2003,41.82,2.76%,Energy Price Index,
Sep 2003,38.43,-8.12%,Energy Price Index,
Oct 2003,40.73,5.98%,Energy Price Index,
Nov 2003,40.83,0.26%,Energy Price Index,
Dec 2003,44.06,7.90%,Energy Price Index,
Jan 2004,45.64,3.59%,Energy Price Index,
Feb 2004,44.87,-1.69%,Energy Price Index,
Mar 2004,47.72,6.35%,Energy Price Index,
Apr 2004,48.42,1.47%,Energy Price Index,
May 2004,53.51,10.51%,Energy Price Index,
Jun 2004,51.46,-3.84%,Energy Price Index,
Jul 2004,53.75,4.45%,Energy Price Index,
Aug 2004,57.47,6.93%,Energy Price Index,
Sep 2004,56.49,-1.71%,Energy Price Index,
Oct 2004,64.09,13.46%,Energy Price Index,
Nov 2004,58.46,-8.79%,Energy Price Index,
Dec 2004,55.82,-4.52%,Energy Price Index,
Jan 2005,59.72,6.99%,Energy Price Index,
Feb 2005,61.56,3.08%,Energy Price Index,
Mar 2005,69.25,12.50%,Energy Price Index,
Apr 2005,69.37,0.16%,Energy Price Index,
May 2005,65.48,-5.60%,Energy Price Index,
Jun 2005,72.9,11.33%,Energy Price Index,
Jul 2005,76.41,4.81%,Energy Price Index,
Aug 2005,84.94,11.17%,Energy Price Index,
Sep 2005,88.81,4.56%,Energy Price Index,
